Name;Localisation;Price;Area
Od 01.10 Wynajmę 2 pokojowe mieszkanie po generalnym remoncie;Stare Miasto;3500;40
2 pokojowe mieszkanie, po częściowym remoncie, wynajmę.;Fabryczna;2300;48.20
Dwupokojowe 36m2, Fabryczna (Oferta wstrzymana);Fabryczna;2380;36
Mieszkanie do wynajęcia Psie Pole ul Mulicka;Psie Pole;2600;44
Kawalerka Apartament  Pułaskiego Wrocław Centrum PKP Rynek Grunwald;Stare Miasto;2200;19
Mieszkanie 3-pokojowe z klimatyzacją i widokiem na Wzgórze Gajowe;Krzyki;3300;60
[REZERW] 2-pok mieszk. 42m2 (Krzyki) - super lokal., dla pary, wygodne;Krzyki;2400;42
Mieszkanie 2-pokojowe na ul. Bułgarskiej (Różanka) dla studentek.;Psie Pole;3000;60
3 pokojowe z balkonem, Kowale, ul. Miłoszycka;Śródmieście;3700;56
Dwupokojowe mieszkanie z klimatyzacją Tarnogaj;Krzyki;2600;45
Pokój do wynajęcia jedno- lub dwuosobowy, Stare Miasto;Stare Miasto;900;25
Do wynajęcia apartament - ul. Krawiecka;Wrocław;4500;78
Mieszkanie Drobnera 32 m., 2 pokoje;Śródmieście;3000;32
REZERWACJA kawalerka;Stare Miasto;2000;23
Wynajmę 2-pokojowe mieszkanie przy ulicy Lubuskiej we Wrocławiu;Fabryczna;2600;27
nowa kawalerka - Legnicka 60 c;Fabryczna;2050;16.41
Obornicka/ 2 pok / balkon/ wysoki standard;Psie Pole;3100;46
WYJĄTKOWY LOFT 100 m2* Taras na dachu* OD 15.09;Fabryczna;3700;100
Nowoczesne mieszkanie do wynajęcia;Krzyki;5000;70
Krzyki Gaj, 50m2/ 2 pok rozkładowe, osobna kuchnia, balkon! 2600zł;Krzyki;2600;50
Na wynajem mieszkanie 3 pok, Legnicka 55, Wrocław;Fabryczna;4200;77
Przytulny mikropapartament w nowym obiekcie na Psim Polu;Psie Pole;2050;26
Nowoczesna kawalerka na Psim Polu;Psie Pole;2050;26
Apartament Centrum 50m2! 15 piętro Atal Towers;Stare Miasto;5000;50
(PL/RU/ENG) Dwa pokoje | Blisko Centrum | Przestronne;Stare Miasto;3200;50
Apartament - Kępa Mieszczańska - 2 pokoje - klimatyzacja - duży balkon;Stare Miasto;3500;40
mieszkanie do wynajęcia blisko rynku;Krzyki;3000;47
Mieszkanie/2 pokoje z ogródkiem/Tęczowa/3 MIESIĄCE;Stare Miasto;3200;47
Mieszkanie 2 pokojowe ul. Studzienna;Stare Miasto;2500;44
Dwupokojowe mieszkanie z klimatyzacją i balkonem, Jagodno ul. Buforowa;Krzyki;3000;37
wynajmę 2 pokojowe mieszkanie Wrocław krzyki;Krzyki;2500;50
mieszkanie do wynajęcia;Śródmieście;3600;61
2 pokojowe od zaraz - Plac Powstańców Śląskich 1;Krzyki;4000;68
Kawalerka-Starter 3, ul. Dyrekcyjna 1;Krzyki;2200;17
Piękne, nowe, komfortowe, winda, balkon, CENTRUM;Stare Miasto;3300;37
REZERWACJA->Zawidowska 47, Maślice Wielkie, studio, 0% PROWIZJI;Fabryczna;1670;16
RYNEK ul.Odrzańska/ 2 pokoje/50m2/winda/wolne!;Stare Miasto;3500;51
kawalerka | 350m do płyty rynku | Stare Miasto | Bezpośrednio;Stare Miasto;2800;23
Piękne - 2 Pokoje  - BALKON - GARAŻ / KRZYKI / Tarnogaj;Krzyki;3000;43
Kawalerka 37 m2, Wrocław- Śródmieście;Śródmieście;1800;37
* 3 POK*Pełny rozkład*Krzyki*Ślężna;Krzyki;5000;70
Piękne mieszkanie w Kamienicy Centrum 3pok;Śródmieście;5000;68
Wynajmę mieszkanie przy Wroclavii, 2 osobne pokoje 42m2;Stare Miasto;3500;42
Mieszkanie  Strefa LG -ul.Przyjażni, Wrocław;Krzyki;5600;85
2 Pokoje, Klimatyzacja, Garaż, Tarnogaj, Dostępne od zaraz;Krzyki;2900;45
Luksusowe mieszkanie 2-pokojowe w Młynie Maria;Stare Miasto;7500;53
3 Pokoje na zamkniętym osiedlu;Krzyki;3800;60
Kawalerka w biznesowym centrum Wrocławia;Fabryczna;3400;31
Kawalerka z osobną kuchnią w Rynku!;Stare Miasto;2600;34
Nowe mieszkanie na wynajem, wysoki standard, 2 pok;Krzyki;5000;48
Nowe mieszkanie 55m2 + 2 ogródki | wysoki standard;Fabryczna;5700;55
Prestiżowy i Elegancki Pałac -Pl. Grunwaldzki;Śródmieście;7000;77
Mieszkanie na wynajem Księże małe 50 mkw;Krzyki;3200;50
3pokojowe mieszkanie PIlczyce;Fabryczna;3000;68
Wynajmę 3 pokojowe mieszkanie w centrum Wrocławia ul. Kotlarska;Stare Miasto;5000;70
Wynajmę mieszkanie 3 pokojowe Wrocław Krakowskie Tarasy PARKING;Krzyki;4000;57.70
Wrocław - Bezpośrednio, 76m dla 4 studentów;Fabryczna;3000;76
Wynajem mieszkania we Wrocławiu;Stare Miasto;3000;37
2 pokoje z balkonem i garażem - ul. Krzycka - 45490/OMW;Krzyki;3100;52
Mieszkanie 3-pokojowe z klimatyzacją i widokiem na Wzgórze Gajowe;Krzyki;3300;60
Luksusowe mieszkanie w zabytkowej kamienicy;Śródmieście;9000;127
Mieszkanie 3-pokojowe z oddzielną kuchnią;Stare Miasto;2800;50
2 pok. apartament Kępa Mieszczańska, od 1-go września!;Stare Miasto;2800;40
2 pokoje z oddzielną kuchnią i garderobą na dłużej, miesiąc, dzień;Fabryczna;4500;60
4 pok. apartament 120m2 Angel Wings, ul. Walońska;Krzyki;7500;120
Apartament z Antresolą w Centrum Wrocławia - Bulwar Staromiejski;Stare Miasto;3300;56
Pierwszy najem - 2 pokoje+garaż - wysoki standard - Jagodno;Krzyki;3800;54
2-pokojowy apartament w Angel City- pierwszy najem;Śródmieście;3700;41
Blisko Uniw. Ekonom. i Medyczn WYNAJMĘ 2-pok mieszkanie STUDENTOM/TKOM;Krzyki;2490;39
Obornicka/ 2 pok / balkon/ wysoki standard;Psie Pole;3100;46
Apartament 3 pok. 85,5mkw CENTRUM + m. parkingowe podziemne;Stare Miasto;3500;85
Wynajmę mieszkanie kawalerkę;Śródmieście;2500;30
Mieszkanie Pl. Grunwaldzki, 2pokoje+balkon+kom.lok;Śródmieście;3800;47.82
Mieszkanie 2 pok. 55m2 do wynajęcia Wrocław Manganowa;Fabryczna;2900;55
2-pokojowe, nowe Krzyki, ul. Skarbowców;Krzyki;3500;35
Słoneczne mieszkanie do wynającia;Psie Pole;1900;37
Idealne mieszkanie dla pary, położenie przy RYNKU;Stare Miasto;4200;61
Mieszkanie 3 pokojowe 70 m2 | Zakrzów;Psie Pole;3200;70
Tanie mieszkanie dwupokojowe;Fabryczna;1890;25
Okazja! Kawalerka w centrum ul. Armii Krajowej;Krzyki;2100;41
4 pok | Krzyki | Klimatyzowane | WIS;Krzyki;6300;150
Kawalerka rezerwacja do 08.09 proszę nie dzwonić i pisać;Stare Miasto;2500;25
Kawalerka przy Magnolii 20 m2;Fabryczna;2050;20
Dwupokojowe mieszkanie, Śródmieście/Ołbin ul. Daszyńskiego;Śródmieście;2900;35
Mieszkanie 2 pokoje/ od około 15 IX Wroclaw/ ul. Toruńska;Krzyki;2500;50
Apartament Stare Miasto ul.Sikorskiego Atal Towers;Stare Miasto;4000;50
Wyjątkowy apartament ★ Zamknięte osiedle ★ Centrum;Śródmieście;8750;90
Wynajem;Krzyki;2000;34
Wynajmę mieszkanie - okolice pl. Bema REZERWACJA;Śródmieście;2700;64
Ścisłe centrum ★ Widok na zieleń ★ Przestronne;Stare Miasto;2900;56
Duże mieszkanie w kamienicy, 3min. do Rynku / ŁOKIETKA / 87m2 !;Stare Miasto;3200;89
Trzypokojowy apartament - ul Walońska - Krzyki;Krzyki;6000;76.32
Apartament 100m, 6 pokoi;Krzyki;6900;100
Apartament 26 m2 w samym centrum Wrocławia przy pl. Jana Pawła ll;Stare Miasto;2999;26
Mieszkanie 3 pokojowe koło placu Bema, 15 minut od Rynku;Śródmieście;4000;60
Nowoczesne mieszkanie do wynajęcia;Krzyki;5000;70
wynajmę 2 pokojowe mieszkanie Wrocław krzyki;Krzyki;2500;50
Wynajem mieszkania dla firm - 13 osób ul. Daszyńskiego Wrocław;Psie Pole;600;60
Mieszkanie ul. Sądowa pl. Legionów RYNEK CENTRUM 58m od 1 Października;Stare Miasto;3500;58
Komfortowe studio w centrum miasta, od 30 wrzesnia.;Stare Miasto;2500;33
Mieszkanie 37 m2 - 2 pokoje Stabłowice mieszkanie na wynajem Wrocław;Fabryczna;2500;37
Mieszkanie 2-pokojowe - Stabłowice - 2900 zł CAŁOŚĆ;Fabryczna;2900;51
Mieszkanie 67m, Wrocław, Grabiszyn;Fabryczna;3200;67
kawalerka do wynajęcia Wrocław-Krzyki;Krzyki;2500;33
Mieszkanie do wynajęcia Psie Pole;Psie Pole;2300;35
Do wynajęcia mieszkanie 3 pokojowe Krzyki Wrocław;Krzyki;3500;57
Atrakcyjne mieszkanie na Oporowie;Fabryczna;2400;59
Mieszkanie 2 pokoje - ul. Jesionowa 47 Wrocław Krzyki;Krzyki;3000;44
Apartament Grey’a na wynajem długoterminowy;Stare Miasto;5500;50
Kawalerka na Krzykach;Krzyki;1950;30
Mieszkanie 3 pokojowe w centrum | Kępa Mieszczańska;Stare Miasto;4000;65
Wynajem mieszkania dla firm - 9 osób ul. Cukrowa Wrocław;Krzyki;680;50
Wynajem mieszkania dla firm -  11 osób ul. Jantarowa Wrocław;Krzyki;700;60
od zaraz - Zaciszny apartament z widokiem na park | Dąbie;Śródmieście;6990;74
(PL/RU/ENG) Olimpia Port | Dwa Pokoje | Garaż;Psie Pole;3800;50
najeme mieszkania w Wrocław. od 13.09.2022;Stare Miasto;2000;30
Gotowe do zamieszkania / 2p. Nyska , Komfortowe;Krzyki;3500;45.10
3 pokoje / balkon / klimatyzacja / ul. Wojaczka;Fabryczna;4000;68
Mieszkanie 2 pokojowe Stare Miasto;Stare Miasto;3000;52
Mieszkanie do wynajęcia, ul. Osobowicka - 2 pokoje;Psie Pole;2800;45.91
mieszkanie do wynajęcia blisko rynku;Krzyki;3000;47
Przytulna kawalerka plac Bema/Wyspa Słodowa;Śródmieście;2200;38
Kawalerka 34m/2 pl. Muzealny Centrum;Stare Miasto;2600;34
Gaj - 2 pokoje - wysoki standard;Krzyki;3500;53.50
Do wynajęcia Biuro / Kawalerka;Stare Miasto;2400;35
Mieszkanie 46m z ogródkiem Wrocław ul. Rybnicka (osiedle zamknięte);Krzyki;3000;46
Mieszkanie, 61 m², Wrocław;Śródmieście;5900;61
3-pokojowe, 78 m, ul. Komandorska- Centrum, PKP, PKS od 01.09.2022 r.;Krzyki;4200;78
Wynajmę nowoczesny apartament na Kleczkowskiej;Psie Pole;6200;80
Walońska 2 pokoje do wynajęcia 43m2 Nowe;Śródmieście;4000;43
Mieszkanie 60m, 3 pokoje, pełen rozkład;Krzyki;2500;60
3-pokojowe  rozkładowe mieszkanie;Fabryczna;3000;68
1. najem | 2 łazienki | garderoba | m. postojowe;Krzyki;4000;50
Piękna kawalerka/ Zakładowa/ Rychtalska/Miejsce postojowe;Fabryczna;2300;30
Blisko Uniw. Ekonom. i Medyczn WYNAJMĘ 2-pok mieszkanie STUDENTOM/TKOM;Krzyki;2490;39
Komfortowa kawalerka30m2, od października;Psie Pole;2600;30
Przedmieście Oławskie/ 2 pok z klimatyzacją;Krzyki;3500;44.36
z ogrodem, Nowa Toskania, wysposażone;Krzyki;3300;46
Apartament w świetnej lokalizacji!;Stare Miasto;3500;45
Mieszkanie 50m2 do wynajęcia;Fabryczna;2400;50
Nieaktualne tymczasowo =  Klimatyczne mieszkanie blisko Rynku;Śródmieście;2200;42.35
wynajmę  mieszkanie;Fabryczna;4500;65
Wolne pokoje dla pracowników/ rodzin/ studentów/ stadion miejski;Fabryczna;700;45
Idealne mieszkanie dla studenta. 4 pokoje rozkład, Pl. Grunwaldzki;Śródmieście;5200;87
Wyjątkowe 2 pokojowe Balkon Ogrody Hallera;Krzyki;3500;52
2-pokojowy apartament w Angel City- pierwszy najem;Krzyki;3700;43.44
2 pokoje centrum, rynek prestiżowa lokalizacja Gwiaździsta-od 01.10;Stare Miasto;2900;40
Mieszkanie 3 pokojowe koło placu Bema, 15 minut od Rynku;Śródmieście;4000;60
Do wynajęcia 2 pokojowe mieszkanie w kamienicy na Nadodrzu (56m2);Stare Miasto;3300;56
Apartament dwupokojowy w centrum miasta|Młyn Maria;Stare Miasto;5000;48
Przestronne, 2 pokoje, osobna kuchnia - przy Ue;Krzyki;3000;48.10
2 pokoje mieszkanie do wynajęcia;Krzyki;4000;60
OKAZJA! Wyjątkowy apartament w CENTRUM przy rzece;Stare Miasto;4600;69
Nowoczesna, klimatyczna kawalerka w samym Rynku;Stare Miasto;3000;42
Apartament przy Stajennej, od października;Krzyki;5000;78
Mieszkanie na wynajem;Fabryczna;2300;21.86
Mieszkania dla firm / Apartamenty dla firm / Faktura VAT;Śródmieście;150;50
Mieszkanie 3-pok. 56 m2 Drobnera/Bema przy Odrze;Śródmieście;3900;56
3 pokoje / Księże Małe / tramwaj / 15 min do Rynku;Krzyki;3200;48
Kawalerka-Agat ul.Rogowska 129a;Fabryczna;2200;22
Kawalerka, okolice Rynek CO+CW miejskie, 2400zł opłaty wliczone;Stare Miasto;2400;18
Apartamenty Wrocław wynajem długoterminowy;Śródmieście;2500;25
Mieszkanie do wynajęcia, 2 pokoje, z miejscem postojowym i ogródkiem;Fabryczna;3000;50
Przytulne 2-pokojowe mieszkanie na Szczepinie, świetna komunikacja;Stare Miasto;3000;21
Kawalerka w samym centrum Wrocławia przy ul. Teatralnej;Stare Miasto;2500;32
Wynajmę mieszkanie 100,8 m2 Wrocław Rynek 2;Stare Miasto;6000;100.80
Mieszkanie Wrocław Zakrzów 51m² + balkon 10m²;Psie Pole;3300;51
Mieszkanie 2 pokojowe, Niklowa Wroclaw;Stare Miasto;2800;45
BISKUPIN - 3 pok. mieszkanie studenckie, blisko uczelni-aktualne;Śródmieście;3900;59.99
*REZERWACJA*Mieszkanie Wroclaw blisko lotniska od 1 października;Fabryczna;2500;56
Mieszkanie z zielonym ogrodem 50m2 OLTASZYN KRZYKI;Krzyki;4900;54.50
Centrum, 38m2 z tarasem 70m2;Stare Miasto;4500;38
Mieszkanie  Strefa LG -ul.Przyjażni, Wrocław;Krzyki;5600;85
Dwupokojowe mieszkanie, Śródmieście/Ołbin ul. Daszyńskiego;Śródmieście;2900;35
Mieszkanie 3-pokojowe z klimatyzacją i widokiem na Wzgórze Gajowe;Krzyki;3300;60
Piękne mieszkanie na Kępie Mieszczańskiej we Wrocławiu;Śródmieście;3600;52
Kawalerka Biskupin;Śródmieście;2100;27
Apartament Wrocław Zakrzów Zatorska;Psie Pole;3300;51
NIEAKTUALNE 2 pok, rozkładowe, wynajem okazjonalny;Fabryczna;2500;44.90
Wynajem 2-pokojowe mieszkanie, ul.Kamienna;Krzyki;3000;47
Wynajmę mieszkanie przy Pl.Bema;Śródmieście;5000;80
Przytulne mieszkanie idealne dla pary lub singla.;Krzyki;2350;36
MARINO | KAMIŃSKIEGO | Czartoryskiego | Kawalerka - ostatnia szt.;Psie Pole;1700;20
Mieszkanie wynajmę na dni, miesiąc/dwa/długi termin;Krzyki;3600;45
Super kawalerka, prestiżowa lokalizacja Legnicka 59  REZERWACJA;Stare Miasto;4987;30
Centrum, 38m2, taras 70m2;Stare Miasto;4500;38
Obornicka/ 2 pok / balkon/ wysoki standard;Psie Pole;3100;46
Wynajem mieszkania we Wrocławiu;Stare Miasto;3000;37
Biskupin, Olszewskiego;Śródmieście;2800;52
Wynajmę mieszkanie z miejscem w garażu podziemnym Wrocław-Jagodno;Krzyki;4500;65
Mieszkanie wynajem muchobór wielki ul zwirki I wigury;Fabryczna;3000;49
Mieszkanie 1 pokojowe Wrocław Sępolno - NIEAKTUALNE;Śródmieście;2000;28
Mieszkanie 3 pokojowe - Grabiszyńska;Fabryczna;3800;46
100 m2 na Sępolnie z ogródkiem!!!;Śródmieście;4700;100
BEZPOŚREDNIO-cicha kawalerka 40m2 z wyjściem do parku-KOMFORTOWO-TANIO;Krzyki;2250;40
Mieszkanie trzypokojowe dwupoziomowe 70 m;Psie Pole;3770;70
Śliczne mieszkanie z ogródkiem 30m2 / NOWE;Psie Pole;3300;45
Klimatyzowane mieszkanie 2-pokojowe, Klecina;Krzyki;3000;43
Dwupokojowe mieszkanie, Śródmieście ul. Sępa-Szarzyńskiego;Śródmieście;2600;32
Legnicka, Popowice, Magnolia - bez pośredników;Fabryczna;3100;38
Mieszkanie 100m od rynku, ul Kotlarska;Stare Miasto;2500;37
Bulwary Książęce Klima Beautifull Apartament;Śródmieście;4400;43
Komfortowe mieszkanie dla ceniących przestrzeń/Comfortable apartment;Stare Miasto;3200;55
Mieszkania do wynajęcia blisko lotniska 15 pokoi z łazienkami;Fabryczna;700;500
Rozkładowe mieszkanie 3 pokoje 72 m2 ul.Rymarska Grabiszynek;Krzyki;4000;72
Wrocław-Psie Pole 69m2 - 3 pokoje - Apartament;Krzyki;3600;69
Możliwość Domeblowania-Krzyki-Traugutta-Centrum;Krzyki;3500;73
WYJĄTKOWY LOFT 100 m2* Taras na dachu* OD 15.09;Fabryczna;3700;100
Mieszkanie 3 pokojowe do wynajęcia, Wrocław, Krynicka;Fabryczna;4500;57
Wynajem 2 pokoje, Angel City, parking, SPA&GYM, od Zaraz;Śródmieście;4000;43
Komfortowa kawalerka30m2, od października;Psie Pole;2600;30
Mikrokawalerka Głogowska/ obok Legnickiej;Fabryczna;1900;16
Mieszkanie 2pok,klimatyzacja,miejsce postojowe,Port Popowice;Stare Miasto;3000;41
Mieszkanie 3 pokojowe Wrocław, Kozanów ul. Kolista;Fabryczna;3500;64
Mieszkanie Małopanewska NIEAKTUALNE;Fabryczna;2900;34
Mieszkanie na wynajem Wrocław-Ołtaszyn;Krzyki;4000;53
2 pok* 53 m2* Stare Miasto* Od 10.09* balkon;Stare Miasto;3500;53.50
Wynajmę kawalerkę ul. Zaułek Rogoziński 7A W-w;Psie Pole;2000;27
Kawalerka/ NOWA/ Pierwszy najem/ 20 m2/ Soltysowicka;Psie Pole;2000;20
- Centrum - 64m2 - pełny rozkład- Pl. Muzealny;Stare Miasto;4500;64
Apartament Sky Tower piętro 28;Wrocław;11000;70
Apartament Sky Tower 28 piętro;Stare Miasto;11000;70
Mieszkanie 51m2 Wrocław Ścinawska;Stare Miasto;3800;51
Jagodno, ul. Drabika, 2 pok. 40m + balkon, PIERWSZY NAJEM;Krzyki;2800;40
Walońska 7 / Angel River/ ogródek - do maja;Krzyki;3200;52
Dwupokojowe mieszkanie z klimatyzacją i balkonem, Jagodno ul. Buforowa;Krzyki;3000;37
Mieszkanie w centrum, Wroclaw, wynajem 08.10.2022 do 08.12.2022;Stare Miasto;3500;75
2 Pokoje | Balkon | Umeblowane;Fabryczna;4000;48
2 Pokoje | Barlickiego | Miejsce Parkingowe;Śródmieście;5000;63
3 pokoje | osobna kuchnia | Balkon REZERWACJA;Krzyki;4500;68
3 pokoje | dwupoziomowe | 2 miejsca parkingowe |AC;Stare Miasto;5500;57
Nowoczesna KAWALERKA w centrum miasta ANGEL CITY;Krzyki;2750;28
Atrakcyjne mieszkanie 2-pok, Krzyki-Gaj;Krzyki;2600;45
Nowoczesne 2pok*Gądów Mały*Idzikowskiego*Od września;Fabryczna;2700;37
Piękne mieszkanie na Biskupinie - 140m2, 2-poziomy;Śródmieście;12000;140
Wynajmę duże mieszkanie 3 pokoje;Psie Pole;2600;68
Nowoczesne mieszkanie do wynajęcia;Krzyki;5000;70
Mieszkanie 3 pokoje ul. WŁODKOWICA od 10.2022;Stare Miasto;4000;70
Apartament 3 pok. 85,5mkw CENTRUM + m. parkingowe podziemne;Stare Miasto;3500;85
Wolne pokoje/ Stadion miejski/ dom z ogrodem;Fabryczna;600;55
Mieszkanie 76 m  3 pokoje;Krzyki;3600;76
Przytulne mieszkanie na wynajem;Krzyki;2500;41
Wynajme mieszkanie 2-pokojowe ul. Teczowa 50m2;Stare Miasto;3200;50
Roosvelta 3 pokoje od zaraz;Śródmieście;3500;65
Piękne pokoje dla osób pracujących/  TOP/ Tylko dla firm/ mieszkania;Stare Miasto;650;100
"Mieszkanie 44 m2 ;2 pokoje ;Taras 18 m2;";Krzyki;3100;44
"""Biała Maria"" - wraca na salony";Psie Pole;6500;92
Do Wynajecia Wroclaw Loft Psie Pole Mlyn Rozanka Mieszkanie 2 Pokoje;Psie Pole;4500;45
Mieszkanie 2-pok., ul. Garbary - 300 m od Rynku;Stare Miasto;3300;50
Nowoczesne, w pełni wyposażone mieszkanie blisko cetrum;Krzyki;2900;45
3 pokoje/ 63 m2/ Grabiszyńska/blisko parku/ obniżka ceny!!!;Fabryczna;3300;63
Mieszkanie krzyki- partynice tarasem- zarezerwowane;Krzyki;2900;46
Wynajmę mieszkanie 2 pok. 60 mkw;Śródmieście;2400;60
Rezerwacja Do 7.09;Krzyki;8000;110
Centrum Huby 4 przestronne pokoje kamienica 1.10;Śródmieście;5100;110
4 pokoje/ Duży balkin/ Od zaraz/ Orbita;Fabryczna;3200;70
Wynajem mieszkania Wrocław/Ołbin;Śródmieście;3500;44
W parku zielona wyspa apartament ogród bez prowizj;Śródmieście;6990;85
Kawalerka PREMIUM - Powstańców Śląskich, Wrocław;Krzyki;2500;25
DUŻY POKÓJ 2 łazienki, ogródek WOJSZYCE;Krzyki;2800;55
Nowe 2pokoje z balkonem, komórką i garażem Tęczowa;Stare Miasto;3500;37.58
Nowe 2 pokoje Krzyki-Wojszyce;Krzyki;2950;44
Mieszkanie 100m od rynku, ul Kotlarska;Stare Miasto;2500;37
1 pokój 35 m2 Klecina osobna kuchnia REZERWACJA;Krzyki;2200;35
mieszkanie 3 pokoje, zatorska, zakrzów,  wysoki standard.;Psie Pole;3000;54
Przy hotelu Hilton,winda,balkon,ogrz.miejskie.;Stare Miasto;2800;65
4 Pokoje | Centrum | Pełen rozkład;Stare Miasto;4800;75
Nowe 2-pokojowe mieszkanie w Smolcu (1km od Wrocławia);Fabryczna;2600;43
2 pokoje na Gaju ul. Krynicka od zaraz / balkon;Krzyki;2650;52
Wynajmę nowe mieszkanie, duży balkon-Jesionowa-Krzyki;Krzyki;2900;34
Apartament na prestiżowym osiedlu Angel City;Stare Miasto;4200;43
Wrocław krzyki Gaj wynajem mieszkania 75 m kw;Krzyki;3200;75
Mieszkanie do współdzielenia- REZERWACJA;Stare Miasto;1500;48
Nowe ekskluzywne mieszkanie Port Popowice - park;Fabryczna;5000;46
2-pok. 55,7 m2 z oddzielną kuchnią Pl. Grunwaldzki;Śródmieście;2500;55.70
Słoneczna kawalerka z balkonem przy pl. Grunwaldzkim - wysoki standard;Śródmieście;2000;25
Kawalerka, okolice Rynek CO+CW miejskie, 2400zł opłaty wliczone;Stare Miasto;2400;18
kawalerka z balkonem centrum;Stare Miasto;2000;30
120m2 wolne od października, super lokalizacja;Krzyki;6300;120
Centrum/Kepa, 9-pietro z widok, klimatyza, dostepn;Śródmieście;3450;42
BEZPOŚREDNIO-cicho-TANIO-40m2 - wyjście do PARKU;Krzyki;2250;40
Dostepne od dzis - Wynajme kawalerke 38 metrow ul. Kurkowa;Stare Miasto;2600;38
Nowa Kawalerka na Nadodrzu;Stare Miasto;2600;27
Luxury Apartment | First Tenant | Closed Estate;Śródmieście;8500;97
Nowa kawalerka 26m2 - Psie Pole - winda, wysoki standard, nowy budynek;Psie Pole;2080;28
Bez pośredników! , dwupokojowe 37m, od 1.10.22r.;Krzyki;2300;37
Bez kaucji | Bez prowizji | 1 pokój 24 mkw;Psie Pole;2700;24
Wynajmę mieszkanie dwupokojowe;Krzyki;3000;36
Kawalerka w centum miasta (Kościuszki/Świstackiego);Śródmieście;2500;30
do wynajęcia Browar Piastowski Loft 3p z ogródkiem   i garażem;Śródmieście;5000;60
Kawalerka-Agat ul.Rogowska 129a;Fabryczna;2200;22
Apartament z tarasem i jacuzzi;Krzyki;5000;40
Do wynajęcia kawalerka 31m;Fabryczna;2500;31
Loft_Garaż_Komórka_2_Pokoje_Wysokość_3,7m_BrowaryW;Śródmieście;4400;32
Комнаты , Койко места;Krzyki;700;35
Looking for a studio/room in 2 rooms apartment(girls only) in Wroclaw;Stare Miasto;1000;30
2 pokojowe / Rozkładowe / Centrum!;Krzyki;3200;44
2 pokoje/ Od zaraz/ Krómera;Stare Miasto;2500;54
Atal Towers Sikorskiego 3 pok z ogródkiem;Stare Miasto;4800;55
2 Pokoje/ Rozkładowe/ Centrum/ Od zaraz;Stare Miasto;3000;44
4-pokojowe mieszkanie przy ul. Podwale/English;Stare Miasto;4500;108.40
Kawalerka na Walońskiej / Angel River - najem do maja;Krzyki;2800;25
Mieszkanie 2 pokoje - ul. Jesionowa 47 Wrocław Krzyki;Krzyki;3000;44
Apartament w centrum Wroclawia;Śródmieście;3800;55
Mieszkanie do wynajmu 68,5m2 3 pokoje, Huby Krzyki;Krzyki;3800;68.50
For Rent! | Apartament, Śródmieście;Śródmieście;4800;57
Ekskluzywny apartament|Od ZARAZ|2 pokoje(Eng/UA);Stare Miasto;4500;50
Mieszkanie - 2 pokoje, osobna kuchnia, balkon;Psie Pole;2600;49
Mieszkanie blisko rynku /Wrocław;Stare Miasto;2850;54
Kawalerka 33m2 od zaraz, Wrocław ul. Skarbowców;Krzyki;2200;33
Centrum Wrocławia/ pokoje dla pracowników przy strefie;Stare Miasto;650;55
mieszkanie do wynajecia !;Krzyki;2200;30
Mieszkanie 2 pokoje, Sienkiewicza 44, Pl. Grunwaldzki;Śródmieście;3200;51
Wynajmę dwupokojowe mieszkanie we Wrocławiu ul.Lwowska;Stare Miasto;2700;40
