name;localisation;price;area;rooms
OkoliceSępolna,3pok,balkon,klima,lux,wyposaż,garaż; Psie Pole;4500;60.0;3.0
Ścisłe centrum ★ Widok na zieleń ★ Przestronne; Stare Miasto;3000;56.0;2.0
Przytulne mieszkanie na wynajem; Krzyki;2500;41.0;2.0
Mieszkanie, 54,30 m², Wrocław; Krzyki;3000;54.3;2.0
Mieszkanie 67m, Wrocław, Grabiszyn; Fabryczna;3200;67.0;3.0
Mieszkanie : 2 duże pokoje dla 4 Studentek 60m2; Śródmieście;3000;60.0;2.0
Śródmieście, Słowiańska, 2 pokoje, winda; Śródmieście;3000;55.0;2.0
2 pokoje, kuchnia, balkon, internet, bezpośrednio; Nadodrze;2700;42.0;2.0
kawalerka do wynajęcia Wrocław-Krzyki; Krzyki;2500;33.0;1.0
Apartament LOFT Angel City, Siłownia i SPA; Stare Miasto;5000;57.0;2.0
Nowe Mieszkanie w Port Popowice; Fabryczna;3200;34.42;2.0
REZERWACJA Mieszkanie- 2 pokoje, garaż podziemny; Fabryczna;2200;40.0;2.0
Biała Maria - wraca na salony; Psie Pole;6500;92.0;2.0
Funkcjonalna kawalerka | Pierwszy najem |; Krzyki;2500;25.0;1.0
Parking-2Pok-Balkon-Ac-Wlońka-Centrum-Krzyki-Przed; Krzyki;4200;44.0;2.0
Mieszkanie - Wrocław Fabryczna; Fabryczna;2800;42.0;2.0
MIeszkanie w pełni rozkładowe 4-p Krzyki Gaj; Krzyki;4500;82.0;4.0
2-pokojowe mieszkanie - 38m2, ul. Augustowska; Fabryczna;2500;40.0;2.0
Wynajmę mieszkanie przy ul. Borowskiej; Krzyki;2700;50.0;2.0
Mieszkanie 3-pok | Winda | Rozkład | Traugutta; Krzyki;4000;73.0;3.0
Nieruchomość Godna Uwagi!!! od 1 września; Krzyki;2500;38.0;2.0
Wrocław/Krzki/Wichrowa 48m2 balkon i garaż; Krzyki;3200;48.0;2.0
Na wynajem 2 pokoje, Angel City, parking, SPA&GYM; Śródmieście;4200;43.0;2.0
Mieszkanie 2 pokojowe, Stabłowice; Fabryczna;1500;45.0;2.0
(PL/RU/ENG) Olimpia Port | Dwa Pokoje | Garaż; Psie Pole;3800;50.0;2.0
Słoneczne czteropokojowe mieszkanie na Ołtaszynie; Krzyki;4900;87.0;4.0
Studio w Angel River z miejscem postojowym GYM&SPA; Stare Miasto;2900;26.0;1.0
Apartament Sky Tower piętro 28; dolnośląskie;11000;70.0;2.0
Legnicka, Popowice, Magnolia - bez pośredników; Fabryczna;3100;38.25;2.0
Mieszkanie Gaj 50 m2 - Zarezerwowane; Krzyki;2700;50.0;2.0
Rynek, Ul Oławska, Zadbana Kawalerka, 33m2, IIp.; Rynek;2800;33.0;1.0
Rozkładowe 2pokoje,Top standard,komórka lokatorska; Fabryczna;3000;54.0;2.0
Apartament - Stare Miasto - Komfort - Lokalizacja; Stare Miasto;1775;18.0;1.0
Apartament do wynajęcia 73m/2; Krzyki;4000;73.0;4.0
Mieszkanie w centrum do wynajęcia dla studentów; Krzyki;3050;26.0;1.0
Gotowe do zamieszkania / 2p. Nyska , Komfortowe; Krzyki;3500;45.1;2.0
4-pokojowe mieszkanie przy ul. Podwale/English; Stare Miasto;4500;108.4;4.0
Duża kawalerka w samym Centrum - ul. Oławska; Stare Miasto;2900;45.0;1.0
Tanie mieszkanie 2 osobne pokoje w samym Rynku!!!; Stare Miasto;2600;60.0;2.0
3 pokoje / balkon / klimatyzacja / ul. Wojaczka; Fabryczna;4000;68.0;3.0
Mieszkanie, 59 m², Wrocław; Fabryczna;2800;59.0;3.0
Do wynajęcia Biuro / Kawalerka; Stare Miasto;2400;35.0;3.0
Centrum / klimatyzacja / balkon!; Śródmieście;2400;31.0;1.0
Mieszkanie na Psim Polu do WYNAJĘCIA; Psie Pole;2300;52.0;2.0
Mieszkanie 3 pokojowe na Gaju; Krzyki;3200;61.2;3.0
do wynajecia mieszkanie karłowice wrocław; Psie Pole;2200;36.0;2.0
3 Pokoje na zamkniętym osiedlu; Krzyki;3800;60.0;3.0
Mieszkanie na Biskupinie we Wrocławiu do WYNAJĘCIA; Śródmieście;2500;52.0;2.0
Dożynkowa, 2 pokoje, ogródek, garaż!; Krzyki;2800;42.0;2.0
W parku zielona wyspa apartament ogród; Śródmieście;7999;85.0;3.0
Wynajmę nowoczesny apartament na Kleczkowskiej; Psie Pole;6200;80.0;4.0
Walońska 2 pokoje do wynajęcia 43m2 Nowe; Śródmieście;4000;43.0;2.0
wynajem mieszkanie 73m - 3 pokoje Sępolno/Biskupin; Śródmieście;5600;73.0;3.0
KRZYKI BOREK 3 pok., 2 balkony, garaż, obok parków; Krzyki;3500;64.0;3.0
NOWA po remoncie kawalerka w centrum Wroclawia; Fabryczna;2800;25.0;1.0
Kawalerka z oddzielną kuchnią Biskupin; Śródmieście;1500;27.9;1.0
1. najem | 2 łazienki | garderoba | m. postojowe; Krzyki;4000;50.0;2.0
Klimatyzowane 2- osobne pokoje OGRODY HALLERA; Fabryczna;3800;52.0;2.0
Przedmieście Oławskie/ 2 pok z klimatyzacją; Krzyki;3500;44.36;2.0
Kawalerka z osobną kuchnią w Rynku!; Stare Miasto;2800;34.0;1.0
z ogrodem, Nowa Toskania, wysposażone; Krzyki;3300;46.0;2.0
LUX, Nowe - 2 pokoje, garaż, 2 balkony. Bez pośre; Fabryczna;3000;45.0;2.0
3 pokoje, 59 m2, widok na Park Pilczycki, klima; Fabryczna;3700;59.0;3.0
Apartament w świetnej lokalizacji!; Stare Miasto;3400;45.0;2.0
Bardzo ładne mieszkanie ul. Kunickiego M. Wielki; Fabryczna;3800;60.0;2.0
Mieszkanie w doskonałej lokalizacji ul. Pawłowa; Stare Miasto;2700;52.0;2.0
PROMO! KOMFORT I CISZA w CENTRUM, 3 pokoje +kuchni; Fabryczna;4250;56.0;3.0
Mieszkanie 3 pokojowe Grabiszynek; Fabryczna;3200;64.0;3.0
Wynajmę 2 Poziomy-Garaż-Balkon-115 m2; Fabryczna;5000;115.0;5.0
Bardzo ładna kawalerka ul. Czarneckiego Szczepin; Stare Miasto;2500;33.0;1.0
Mieszkanie, 50 m², Wrocław; Psie Pole;3500;50.0;2.0
2 pokojowe Balkon Ogrody Hallera; Krzyki;3800;52.0;2.0
2 rozkładowe pokoje /Osiedle Nowa Tęczowa; Stare Miasto;2800;34.0;2.0
3pok | Balkon | Klecina | ul. Przyjaźni | od 01.09; Krzyki;4000;70.0;3.0
Mieszkanie Wrocław Rymarska osiedle zamknięte; Fabryczna;2900;52.0;2.0
Okazja! 4 pokoje rozkład, Pl. Grunwaldzki; Śródmieście;5200;86.46;4.0
Mieszkanie 3-pok | Garaż | Balkon | Zakrzów; Psie Pole;3500;67.56;3.0
Okazja! Wyjątkowy apartament w Centrum przy rzece; Nadodrze;4950;68.6;3.0
Apartament przy Stajennej, od października; Krzyki;4800;65.0;4.0
Mieszkanie 3-pok. – Atal Towers | Balkon; Stare Miasto;3700;55.0;3.0
Idealne dla Pary, 2 pokoje, ogródek.Nowa Papiernia; Krzyki;3500;44.64;2.0
okolice Jana Pawła II BALKON/KOMÓRKA/GARAŻ; Stare Miasto;3250;40.0;2.0
Apartament z tarasem. Imponujący widok z okien. 3D; Stare Miasto;8600;170.0;4.0
Apartament z widokiem na Odrę, topowa lokalizacja; Stare Miasto;14000;97.0;3.0
Ovo Wrocław - Apartament Do Wynajęcia; Stare Miasto;15000;120.0;3.0
Bezpieczeństwo, prestiż, wygoda - apartament Wro; Śródmieście;19000;120.0;4.0
Tu bije serce miasta. Kapitalna lokalizacja!; Stare Miasto;3500;30.0;2.0
3-pokojowe mieszkanie na wynajem - ul. Spiżowa; Fabryczna;3900;70.15;3.0
Apartament z widokiem na Odrę, topowa lokalizacja; Stare Miasto;4500;48.0;2.0
Rezerwacja; Śródmieście;2700;52.0;2.0
2 pokoje, klimatyzacja, taras, Angel City GYM&SPA; Stare Miasto;4000;46.5;2.0
Mieszkanie 3-pok. 56 m2 Drobnera/Bema przy Odrze; Śródmieście;3900;56.0;3.0
3 pokojowe / Pakosławska / Bezpośrednio; Psie Pole;3500;63.0;3.0
Sikorskiego mieszkanie 2 pokoje 46m2; Śródmieście;4200;46.0;2.0
Kępa Mieszczańska, River Point 2 pok. do wynajęcia; Śródmieście;3200;38.0;2.0
Platinum Apartamenty, Wrocław, Stare Miasto; Stare Miasto;4000;60.0;2.0
Mieszkanie, 48 m², Wrocław; Krzyki;2500;48.0;2.0
Wrocław Krzyki ul. Złotostocka mieszkanie wynajem; Krzyki;2500;48.0;2.0
GISERSKA, 37m2, 2 pokoje, garaż, NOWE; Krzyki;3300;37.0;2.0
WALOŃSKA, 46m2, 2 pokoje + kuchnia, garaż; Stare Miasto;3500;46.0;2.0
Kawalerka, balkon, plac Grunwaldzki; Śródmieście;2450;30.0;1.0
Mieszkanie Wrocław Zakrzów 51m² + balkon 10m²; Psie Pole;3300;51.0;2.0
Wysoki Standard, 2 pok. | Centrum | Balkon + Garaż; Stare Miasto;4250;55.0;2.0
Mieszkanie wynajmę dni/ miesiąc /dwa/długi termin; Krzyki;2600;37.0;1.0
Loft przy fosie- ekskluzywny apartament; Wrocław;7000;46.0;2.0
Do wynajęcia apartament - ul. Krawiecka; Rynek;4500;78.0;2.0
BEZPOŚREDNIO-cicho-TANIO-40m2 - wyjście do PARKU; Krzyki;2250;40.0;1.0
W parku zielona wyspa apartament ogród; Śródmieście;7999;85.0;3.0
LUX ** 5-pok DWUPOZIOMOWE od zaraz ul. Wiwulskiego; Śródmieście;12000;138.0;5.0
Centrum, 38m2 z tarasem 70m2; Stare Miasto;4500;38.0;2.0
NIEAKTUALNE 2 pok, rozkładowe, wynajem okazjonalny; Fabryczna;2500;44.9;2.0
Dwupokojowy apartament Walońska, balkon, 2 miejsca; Krzyki;3500;47.0;2.0
Angel City | Studio | Parking | GYM&SPA; Krzyki;3500;30.0;1.0
NOWE Mieszczańska wyposażone,balkon,m.postojowe,; Śródmieście;3500;40.0;2.0
Apartament do wynajęcia, 230m – Krzyki/Borek !!!; Krzyki;14900;230.0;5.0
Bardzo atrakcyjna lokalizacja, plomba, duży taras.; Śródmieście;3700;64.0;3.0
Biskupin, Olszewskiego; Śródmieście;2800;52.0;2.0
okolice Magnolii BALKON/LUX; Stare Miasto;2600;28.0;1.0
Okolice Kryształowej BALKON/MP/2018; Krzyki;4000;53.0;3.0
Mieszkanie trzypokojowe dwupoziomowe 70 m; Psie Pole;3770;70.0;3.0
Apartament dwupokojowy w centrum miasta|Młyn Maria; Stare Miasto;5000;48.0;2.0
Luksusowe mieszkanie 2-pokojowe w Młynie Maria; Stare Miasto;7500;53.0;2.0
WSTRZYMANA Nowe mieszkanie; Krzyki;3300;30.0;1.0
Śliczne mieszkanie z ogródkiem 30m2 / NOWE; Psie Pole;3300;45.0;2.0
Fantastyczne mieszkanie, wysoki standard,Zakładowa; Śródmieście;2390;30.0;1.0
Rezerwacja/ ul. Wiezienna/ Rynek-; Rynek;3000;50.0;2.0
Browary Wrocławskie,wysoki standard, 2 pokoje; Śródmieście;2990;35.0;2.0
Klimatyzowane mieszkanie 2-pokojowe, Klecina; Krzyki;3000;43.0;2.0
Gądów - Bystrzycka | 64m2 | 4pok | balkon 8m2 |; Fabryczna;3000;64.0;4.0
Atal Towers, 16 piętro, 47m, garaż, umeblowane,; Stare Miasto;3600;47.0;2.0
CENTRUM! BEZ PROWIZJI! balkon garderoba. Od 17.09.; Krzyki;2800;45.0;1.0
Wrocław-Psie Pole 69m2 - 3 pokoje - Apartament; Krzyki;3600;69.0;3.0
Okolice Ostrowa Tumskiego BALKON/WINDA/2022; Śródmieście;3300;39.95;2.0
Walońska 2 pokoje do wynajęcia 43m2 Nowe; Śródmieście;4000;43.0;2.0
Wyjątkowy apartament ★ Zamknięte osiedle ★ Centrum; Śródmieście;9500;90.0;4.0
Apartament 2 pok. 55 m2, Ołtaszyn; Krzyki;3700;55.0;2.0
Zielona okolica | Balkon | Komórka lok. | Parking; Psie Pole;2400;49.26;2.0
Wysoki standard * balkon * Kępa mieszczańska; Śródmieście;4950;63.0;3.0
Okolice Renomy PEŁEN ROZKŁAD; Stare Miasto;5000;64.0;3.0
Od listopada, m2 Piękna | m-ce garażowe, klima; Krzyki;3700;50.0;2.0
Komfortowe 2-pok. mieszkanie w świetnej okolicy 65; dolnośląskie;3550;65.0;2.0
ul. Tęczowa_2 pok_ od października; Stare Miasto;3100;47.0;2.0
Możliwość Domeblowania-Krzyki-Traugutta-Centrum; Krzyki;3950;73.0;3.0
Komfortowe 4 pokoje; Fabryczna;5000;76.43;4.0
Wynajmę słoneczne mieszkanie. Rok budowy 2018; Wrocław;2600;29.46;1.0
Just in Center apartament - Wrocław Stare Miasto; Stare Miasto;3800;56.0;2.0
Wynajmę mieszkanie przy ul. Borowskiej; Krzyki;2700;50.0;2.0
Mieszkanie 3 pok., Kępa Mieszczańska, parking; Stare Miasto;4950;63.0;3.0
Wyjątkowy Loft 100 m2* Taras na dachu* Od Zaraz; Fabryczna;3700;100.0;2.0
Mieszkanie na wynajem w CENTRUM WROCŁAWIA; Stare Miasto;3500;40.0;2.0
Nowa Kawalerka-Port Popowice Mp+komórka w cenie!; Fabryczna;3000;31.0;1.0
Mieszkanie od 1 października Dyrekcyjna 1; Krzyki;3050;25.0;1.0
Mieszkanie na Parkowej; Śródmieście;3500;67.0;2.0
Piękne eleganckie mieszkanie 2poziomowe z balkonem; Krzyki;5500;90.0;3.0
Dwupokojowe mieszkanie w wysokim standardzie; Śródmieście;3700;36.0;2.0
Super lokalizacja.; Krzyki;2500;27.0;1.0
Duża kawalerka 48m2 Wrocław Żeromskiego Śródmieści; Śródmieście;2500;48.0;1.0
Miekszanie 2 pokoje Śródmieście, wyposażone; Śródmieście;3000;36.5;2.0
Wynajmę mieszkanie przy parku 3 pokojowe Wrocław; Krzyki;5500;90.0;3.0
2 pok* 53 m2* Stare Miasto* Od 10.09* balkon; Stare Miasto;3500;53.5;2.0
Od października do wynajęcia; Krzyki;2500;17.3;1.0
Nowoczesne i przytulne mieszkanie w Centrum Wrocła; Śródmieście;3200;37.0;2.0
Mieszkanie dla firmy; Krzyki;8000;145.0;4.0
Mieszkanie, 70 m², Wrocław; Psie Pole;3500;70.0;3.0
Mieszkanie 4-pok | Rozkład | Garderoba | Balkon; Fabryczna;3800;82.3;5.0
2 Pokoje Balkon Ochrona 2021 Krzyki Tarnogaj; Krzyki;3500;41.76;2.0
Luksusowy apartament z antresolą; Stare Miasto;7000;46.26;2.0
Industrialny apartament z antresolą; Stare Miasto;7000;40.92;2.0
* Centrum * Siłownia * Media Miejskie *2 X Garaż *; Krzyki;3350;44.0;2.0
Duże dwupoziomowe mieszkanie na Klecinie; Krzyki;5000;155.0;6.0
Apartament na wynajem, od zaraz! Kukuczki; Krzyki;4200;60.0;3.0
Luksusowe KRZYKI 3-pok wolne od 1 września GARAŻ; Krzyki;5500;60.0;3.0
Przytulne 2 pokoje na Księcia Witolda; Śródmieście;4700;51.0;2.0
2pok*Nowoczesne mieszkanie*Gądów*Skrzydlata*; Fabryczna;2700;37.35;2.0
Mieszkanie, 52 m², Wrocław; Krzyki;3700;52.0;2.0
dla 1 osoby kawalerka; Krzyki;2500;25.0;1.0
PIĘKNA / NYSKA, 30 m2, studio z osobną sypialnią; Krzyki;2300;30.0;2.0
Mieszkanie 2 pokojowe | Tęczowa; Stare Miasto;3200;50.0;2.0
Mieszkanie - Wrocław Stare Miasto; Stare Miasto;15900;121.0;3.0
2 pokoje,balkon, szybki internet,parking podziemny; Fabryczna;3600;45.0;2.0
Wynajme mieszkanie 2-pokojowe ul. Teczowa 50m2; Stare Miasto;3200;50.0;2.0
"Mieszkanie 44 m2 ;2 pokoje ;Taras 18 m2;"; Krzyki;3100;44.0;2.0
Loft | Spacer 3D | Nowa Papiernia | Centrum; Stare Miasto;5900;46.0;2.0
Wynajmę 2-pok, komfort, klima, 46 m2, Krzyki/Ołtas; Krzyki;2600;46.0;2.0
2 pokoje na Gaju ul. Krynicka od zaraz / balkon; Krzyki;2850;52.0;2.0
Mieszkanie 2pok+mały salon, centrum, klimatyzowane; Śródmieście;3000;43.0;2.0
3 pok | Klimatyzacja | Wysokiej klasy; Krzyki;12000;170.0;3.0
Witolda 3840 | Unikatowy Apartament; Stare Miasto;9500;85.5;3.0
3 pok | Swojczyce | Pierwszy najem; Psie Pole;5800;90.0;3.0
Mieszkanie blisko centrum/Wrocławia; Stare Miasto;4000;60.0;2.0
Idealne mieszkanie dla singla lub pary.Wyposażenie; Krzyki;4000;47.71;2.0
Mieszkanie /Most Grunwaldzki/campus/ul. Polaka; Śródmieście;3000;30.0;2.0
Wysoki standard, pierwszy najem, Krzyki - Nyska; Krzyki;3500;44.32;2.0
Przestronne mieszkanie,2pokoje,klimatyzacja,garaż; Fabryczna;3000;45.0;2.0
Apartament z 200 metrowym tarasem przy Nyskiej; Krzyki;7200;46.0;2.0
2 Garaże, 60M2 Ogródka,Umeblowane, Prestiżowe Osie; Krzyki;2600;43.0;2.0
3 pokojowe przy SKY TOWER !; Krzyki;3500;63.2;3.0
Przy Torach Wyścigowych Partynice,balkon,klima.; Krzyki;2100;37.0;1.0
Apartament w Angel City, 2 pok, balkon, parking; Krzyki;4000;42.0;2.0
2 pokojowe mieszkanie z ogrodem przy parku!; Fabryczna;2400;37.0;2.0
Centrum Huby 4 przestronne pokoje kamienica 1.10; Śródmieście;5100;110.0;4.0
Rynek!/Pierwszy Najem!; Rynek;4300;53.0;2.0
Rozkładowe, po remoncie, klimatyzowane Ua/Pl/En; Śródmieście;4600;46.0;2.0
Sikorskiego mieszkanie 2 pokoje 46m2; Śródmieście;4300;48.0;2.0
Pereca, Osobne Pokoje, Balkon, Miejskie Ogrzewanie; Fabryczna;2500;51.0;2.0
Do wynajęcia wyremontowane mieszkanie w Centrum; Stare Miasto;3000;37.0;2.0
2 pokoje dla singla lub pary GAJ, Krynicka; Krzyki;3000;36.0;2.0
Sikorskiego mieszkanie 2 pokoje 46m2; Śródmieście;4200;46.0;2.0
2-pokojowy apartament w Angel City- pierwszy najem; Krzyki;3700;43.44;2.0
Mieszkanie, 32,50 m², Wrocław; Krzyki;2200;32.5;1.0
Studio przy ul. Gajowickiej, Krzyki; Krzyki;1600;24.0;1.0
kawalerka/ klecina / Lux / Wolne / + Vat; Krzyki;2200;19.0;1.0
Mieszkanie na dynamicznym Jagodnie z m. postojowym; Krzyki;2700;41.0;2.0
Mieszkanie w centrum miasta z dużym tarasem; Krzyki;3500;35.0;2.0
okolice ul. Karmelkowej NOWE2007/OD ZARAZ!; Krzyki;2000;38.0;1.0
Ekskluzywny apartament|Od ZARAZ|2 pokoje(Eng/UA); Rynek;4500;50.0;2.0
Mieszkanie 2-pokojowe z oddzielną kuchnią + balkon; Krzyki;3000;54.2;2.0
Angel City 2 pokoje SPA&GYM ul.Walońska 0%prowizji; Stare Miasto;3700;41.0;2.0
Bardzo ładne mieszkanie ul. Kunickiego M. Wielki; Fabryczna;3800;60.0;2.0
Wynajem! Mieszkanie 3 pok o pow. 97mkw.; Fabryczna;3500;97.0;3.0
Studio w Angel City, Siłownia i SPA ul. Walońska; Stare Miasto;3100;28.0;1.0
Luksusowa lokalizacja z pięknym wykończeniem w pob; Śródmieście;6200;80.68;2.0
Apartament Sky Tower piętro 28; dolnośląskie;11000;70.0;2.0
3pokojowe mieszkanie w centrum z klimatyzacją; Fabryczna;4000;63.0;3.0
4-pokojowe mieszkanie z ogrodem; Krzyki;8200;94.0;4.0
3 pokojowe mieszkanie w sercu Ołtaszyna; Krzyki;3800;55.0;3.0
Traugutta 2 pokoje+miejsce postojowe klimatyzacja; Krzyki;4200;43.0;2.0
Mieszkanie 2-pok | Nowe | Parking | Dmowskiego; Stare Miasto;4400;50.0;2.0
Kawalerka | Komórka | Balkon | Parking | Na Grobli; Krzyki;2800;26.0;1.0
Apartament 2-pok | Rynek; Stare Miasto;3800;54.0;2.0
Bezpośrednio M 3 Stabłowice, ul. Olbrachtowska; Fabryczna;3400;68.0;3.0
Plac Grunwaldzki*2 pokoje*Rozkładowe*klimatyzacja*; Śródmieście;3800;44.0;2.0
Apartament w Angel City, 2 pok, ogródek, parking; Krzyki;4200;45.0;2.0
3 pok | Klimatyzacja | Wis | Pl/Eng; Krzyki;5500;100.0;3.0
4 Pokoje | Centrum | Pełen rozkład; Stare Miasto;4800;75.0;4.0
Przestronne, 2 pokoje, osobna kuchnia - przy Ue; Krzyki;3000;48.1;2.0
Kępa Mieszczańska, River Point 2 pok. do wynajęcia; Stare Miasto;3200;38.0;2.0
Apartament Lux | Ogród | Stacja 22kW | Smart Home; Śródmieście;11000;91.61;3.0
Mieszkanie 4-pokojowe na ulicy Rymarskiej; Krzyki;10500;107.0;4.0
Bulwar Staromiejski- stylowy apartament 2 pokojowy; Stare Miasto;4000;45.0;2.0
Komfortowe i przytulne mieszkanie dwupokojowe; Krzyki;3500;53.5;2.0
2 rozkładowe pokoje ul Drzewieckiego; Fabryczna;2400;46.0;2.0
Przepiękny apartament z tarasem na dachu.; Nadodrze;14500;106.1;3.0
Dwupokojowe mieszkanie/Wilanowska/Psie Pole; Psie Pole;2300;48.58;2.0
Wrocław / Zwycięska / Piękna / Spokojna Okolica; Krzyki;4900;78.0;4.0
Kawalerka - klimatyzacja - komórka - parking; Stare Miasto;2650;26.0;1.0
3-pok. Apartament _ widok na Odrę_2x garaż w cenie; Śródmieście;5500;66.0;3.0
JAGODNO _ LUX Apartament z 2021; Krzyki;3500;62.6;3.0
Dwupokojowe w świetnej lokalizacji; Krzyki;2400;40.0;2.0
Przytulne 2 pokojowe mieszkane | ogródek | taras; Krzyki;3300;42.67;2.0
Luxury Apartment | First Tenant | Closed Estate; Śródmieście;8500;97.0;3.0
Dwupokojowe 37m, parter, Dożynkowa Wrocław; Krzyki;2400;37.0;2.0
nowe, z parkingiem, 10 min spacer do Rynku; Stare Miasto;3100;30.0;1.0
200m Od Rynku, Wysoki Standard, W Pełni Wyposażone; Rynek;3000;44.0;1.0
2 pokojowe mieszkanie z balkonem, po remoncie; Fabryczna;2500;40.0;2.0
Kawalerka do wynajęcia; Krzyki;1700;29.0;1.0
Apartament na prestiżowym osiedlu Angel City; Stare Miasto;4200;43.0;2.0
For Rent! | Apartament, Śródmieście; Śródmieście;4800;57.0;2.0
Wrocław/Fabryczna/3 pokoje + balkon + ogród; Fabryczna;3500;65.0;3.0
Mieszkanie - 2 pokoje, osobna kuchnia, balkon; Psie Pole;2600;49.0;2.0
Mieszkanie blisko rynku /Wrocław; Stare Miasto;2850;54.0;2.0
Mieszkanie na Przedmieściu Oławskim, po remoncie; Krzyki;4500;83.0;4.0
3 pokojowe mieszkanie na Popowicach; Fabryczna;3500;50.0;3.0
Przedmieście Oławskie/ 2 pok z klimatyzacją; Krzyki;3500;44.36;2.0
Kępa Mieszczańska BALKON/WINDA/LUX/2018; Śródmieście;5000;50.0;2.0
2 pokoje - piękne mieszkanie 500m od parku; Krzyki;3200;42.0;2.0
Luksusowe 3 pokoje, Centrum, ul. Czysta, od 15.09; Stare Miasto;7700;67.0;3.0
0d 1 października do wynajęcia Dyrekcyjna 1; Krzyki;2850;24.39;1.0
Mieszkanie - Wrocław Krzyki; Krzyki;11500;112.0;4.0
ul. Miedziana/ Centrum/ 2 pokoje 43m2/Nowe/ wolne!; Fabryczna;3000;42.0;2.0
2 pokojowe, pierwszy najem , bez pośredników,taras; Krzyki;3500;42.5;2.0
4 pok | Klimatyzacja | Wis | Pl/Eng; Krzyki;10499;108.0;4.0
3-pokoje 65 m2 z 2 balkonami i loggia Grabiszyńska; Stare Miasto;3600;65.0;3.0
Dembowskiego | Ogródek | Taras; Śródmieście;4000;64.0;3.0
Gaj, Kukuczki - 2 pok, 50m2, balkon, garaż, winda!; Krzyki;3000;50.0;2.0
2 pok | Centrum | Legnicka; Stare Miasto;4000;60.0;2.0
Kawalerka do wynajęcia; Krzyki;1700;29.0;1.0
2-pok. centrum - od PAŹDZIERNIKA; Fabryczna;2800;48.0;2.0
Lux Hit 3 M Krzyki/Przyjaźni+duży balkon; Krzyki;5000;82.0;3.0
Mieszkanie|Huby|dwa pokoje|balkon|msc parkingowe; Krzyki;2500;33.0;2.0
Luksusowy apartament od 1 października UNIKAT; Krzyki;12900;140.0;4.0
2 pokoje z ogródkiem/Krzywoustego/Psie Pole; Psie Pole;3000;39.85;2.0
2 pok. taras + ogródek- Jagodno; Krzyki;2700;36.0;2.0
Nowa Kawalerka / 100% WYPOSAŻONA / BALKON/MAŚLICE; Fabryczna;2100;26.0;1.0
2-pok.,49m2, Nadodrze; Śródmieście;3200;49.0;2.0
